0, 0, Header, 1, 11, 48
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 340909
1, 24, Tempo, 340909
1, 36, Tempo, 340909
1, 48, Tempo, 340909
1, 66, Tempo, 340909
1, 78, Tempo, 340909
1, 96, Tempo, 340909
1, 108, Tempo, 340909
1, 120, Tempo, 340909
1, 126, Tempo, 340909
1, 138, Tempo, 340909
1, 150, Tempo, 340909
1, 156, Tempo, 750000
1, 168, Tempo, 750000
1, 180, Tempo, 750000
1, 192, Tempo, 750000
1, 204, Tempo, 2000000
1, 216, Tempo, 800000
1, 228, Tempo, 800000
1, 240, Tempo, 800000
1, 252, Tempo, 800000
1, 258, Tempo, 2000000
1, 270, Tempo, 2000000
1, 276, Tempo, 2000000
1, 288, Tempo, 606060
1, 300, Tempo, 2000000
1, 312, Tempo, 2000000
1, 318, Tempo, 1395348
1, 330, Tempo, 1304347
1, 342, Tempo, 1304347
1, 348, Tempo, 2000000
1, 360, Tempo, 2000000
1, 384, Tempo, 2000000
1, 408, Tempo, 983606
1, 420, Tempo, 983606
1, 432, Tempo, 1250000
1, 444, Tempo, 1250000
1, 450, Tempo, 2000000
1, 462, Tempo, 2000000
1, 528, Tempo, 2000000
1, 540, Tempo, 2000000
1, 576, Tempo, 2000000
1, 588, Tempo, 2000000
1, 600, Tempo, 2000000
1, 612, Tempo, 2000000
1, 624, Tempo, 2000000
1, 636, Tempo, 2000000
1, 648, Tempo, 2000000
1, 672, Tempo, 2000000
1, 684, Tempo, 2000000
1, 696, Tempo, 2000000
1, 708, Tempo, 2000000
1, 720, Tempo, 666666
1, 732, Tempo, 666666
1, 744, Tempo, 666666
1, 768, Tempo, 845070
1, 780, Tempo, 769230
1, 792, Tempo, 697674
1, 804, Tempo, 631578
1, 816, Tempo, 582524
1, 828, Tempo, 545454
1, 840, Tempo, 666666
1, 864, Tempo, 845070
1, 876, Tempo, 769230
1, 888, Tempo, 697674
1, 900, Tempo, 631578
1, 912, Tempo, 582524
1, 924, Tempo, 545454
1, 936, Tempo, 500000
1, 960, Tempo, 666666
1, 984, Tempo, 666666
1, 996, Tempo, 666666
1, 1008, Tempo, 666666
1, 1020, Tempo, 666666
1, 1032, Tempo, 666666
1, 1056, Tempo, 666666
1, 1068, Tempo, 666666
1, 1080, Tempo, 666666
1, 1092, Tempo, 666666
1, 1104, Tempo, 666666
1, 1116, Tempo, 666666
1, 1128, Tempo, 666666
1, 1152, Tempo, 750000
1, 1164, Tempo, 697674
1, 1176, Tempo, 645161
1, 1188, Tempo, 606060
1, 1200, Tempo, 566037
1, 1212, Tempo, 535714
1, 1224, Tempo, 666666
1, 1248, Tempo, 750000
1, 1260, Tempo, 697674
1, 1272, Tempo, 645161
1, 1284, Tempo, 606060
1, 1296, Tempo, 566037
1, 1308, Tempo, 535714
1, 1320, Tempo, 666666
1, 1344, Tempo, 666666
1, 1536, Tempo, 666666
1, 1728, Tempo, 666666
1, 1752, Tempo, 666666
1, 1764, Tempo, 666666
1, 1776, Tempo, 666666
1, 1788, Tempo, 666666
1, 1800, Tempo, 666666
1, 1812, Tempo, 666666
1, 1824, Tempo, 666666
1, 1848, Tempo, 666666
1, 1920, Tempo, 666666
1, 1932, Tempo, 666666
1, 1944, Tempo, 666666
1, 1956, Tempo, 714285
1, 1968, Tempo, 789473
1, 1980, Tempo, 845070
1, 1992, Tempo, 952380
1, 2004, Tempo, 1034482
1, 2016, Tempo, 666666
1, 2040, Tempo, 666666
1, 2052, Tempo, 666666
1, 2064, Tempo, 666666
1, 2088, Tempo, 666666
1, 2112, Tempo, 869565
1, 2124, Tempo, 869565
1, 2160, Tempo, 869565
1, 2172, Tempo, 952380
