0, 0, Header, 1, 4, 480
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Time_signature, 3, 2, 24, 8
1, 20, Tempo, 400000
1, 123840, End_track
2, 0, Start_track
2, 0, Title_t, "goldberg.mid"
2, 980, Note_on_c, 0, 79, 113
2, 2896, Note_on_c, 0, 79, 0
2, 2900, Note_on_c, 0, 78, 117
2, 4336, Note_on_c, 0, 78, 0
2, 4340, Note_on_c, 0, 79, 107
2, 4576, Note_on_c, 0, 79, 0
2, 4580, Note_on_c, 0, 78, 115
2, 4816, Note_on_c, 0, 78, 0
2, 4820, Note_on_c, 0, 76, 111
2, 6256, Note_on_c, 0, 76, 0
2, 6260, Note_on_c, 0, 74, 100
2, 6496, Note_on_c, 0, 74, 0
2, 6500, Note_on_c, 0, 73, 110
2, 6736, Note_on_c, 0, 73, 0
2, 6740, Note_on_c, 0, 74, 92
2, 7696, Note_on_c, 0, 74, 0
2, 8660, Note_on_c, 0, 76, 111
2, 10096, Note_on_c, 0, 76, 0
2, 10100, Note_on_c, 0, 74, 97
2, 10336, Note_on_c, 0, 74, 0
2, 10340, Note_on_c, 0, 76, 104
2, 10576, Note_on_c, 0, 76, 0
2, 10580, Note_on_c, 0, 78, 108
2, 12016, Note_on_c, 0, 78, 0
2, 12020, Note_on_c, 0, 81, 104
2, 12256, Note_on_c, 0, 81, 0
2, 12260, Note_on_c, 0, 79, 102
2, 12496, Note_on_c, 0, 79, 0
2, 12500, Note_on_c, 0, 81, 107
2, 13696, Note_on_c, 0, 81, 0
2, 13700, Note_on_c, 0, 79, 96
2, 13936, Note_on_c, 0, 79, 0
2, 13940, Note_on_c, 0, 81, 109
2, 14176, Note_on_c, 0, 81, 0
2, 14180, Note_on_c, 0, 78, 101
2, 14416, Note_on_c, 0, 78, 0
2, 14420, Note_on_c, 0, 79, 102
2, 15856, Note_on_c, 0, 79, 0
2, 16340, Note_on_c, 0, 76, 117
2, 18256, Note_on_c, 0, 76, 0
2, 18260, Note_on_c, 0, 74, 104
2, 19696, Note_on_c, 0, 74, 0
2, 19700, Note_on_c, 0, 76, 113
2, 19936, Note_on_c, 0, 76, 0
2, 19940, Note_on_c, 0, 78, 101
2, 20176, Note_on_c, 0, 78, 0
2, 20180, Note_on_c, 0, 79, 107
2, 21376, Note_on_c, 0, 79, 0
2, 21380, Note_on_c, 0, 78, 110
2, 21616, Note_on_c, 0, 78, 0
2, 21620, Note_on_c, 0, 79, 93
2, 21856, Note_on_c, 0, 79, 0
2, 21860, Note_on_c, 0, 76, 104
2, 22096, Note_on_c, 0, 76, 0
2, 22100, Note_on_c, 0, 78, 102
2, 23536, Note_on_c, 0, 78, 0
2, 23540, Note_on_c, 0, 78, 117
2, 24016, Note_on_c, 0, 78, 0
2, 24020, Note_on_c, 0, 76, 104
2, 25460, Note_on_c, 0, 76, 0
2, 25460, Note_on_c, 0, 76, 117
2, 25936, Note_on_c, 0, 76, 0
2, 25940, Note_on_c, 0, 74, 107
2, 27380, Note_on_c, 0, 74, 0
2, 27380, Note_on_c, 0, 79, 100
2, 27860, Note_on_c, 0, 79, 0
2, 27860, Note_on_c, 0, 73, 90
2, 28096, Note_on_c, 0, 73, 0
2, 28100, Note_on_c, 0, 74, 90
2, 28336, Note_on_c, 0, 74, 0
2, 28340, Note_on_c, 0, 76, 102
2, 29780, Note_on_c, 0, 76, 0
2, 29780, Note_on_c, 0, 74, 95
2, 30740, Note_on_c, 0, 74, 0
2, 31700, Note_on_c, 0, 79, 113
